,id,price,address,type,bed,bath,area
12,listing_1368147,"$685,000",606 West 113th Street #3A,Co-op,1 bed,1 bath,
13,listing_1264284_featured,"$1,850,000",301 West 53rd Street #3E,Condo,2 beds,2 baths,"1,039 ft??"
14,listing_1375276_featured,"$1,165,000",77 Park Avenue #7G,Condo,1 bed,1.5 baths,800 ft??
15,listing_1368145,"$1,500,000",55 East 87th Street #1AK,Co-op,,1 bath,"1,600 ft??"
16,listing_1368135,"$695,000",605 W 111th Street #64,Co-op,2 beds,1 bath,
17,listing_1368131,"$725,000",170 Claremont Avenue #19,Co-op,2 beds,1 bath,
18,listing_1368124,"$799,000",165 East 72nd Street #2G,Co-op,1 bed,1 bath,900 ft??
19,listing_1368122,"$360,000",137-139 West 142nd Street #2E,Co-op,3 beds,1 bath,877 ft??
20,listing_1368118,"$2,300,000",37 Murray Street #3B,Condo,,1 bath,"1,245 ft??"
21,listing_1368117,"$1,050,000",71 West 83rd Street #5R,Co-op,1 bed,2 baths,
22,listing_1368113,"$1,295,000",305 East 40th Street #10R,Co-op,2 beds,2 baths,
23,listing_1368109,"$2,395,000",444 East 57th Street #9/D,Condo,3 beds,2 baths,"1,600 ft??"
24,listing_1368105,"$929,000",320 West 76th Street #9D,Co-op,1 bed,1 bath,
25,listing_1368104,"$689,000",205 East 10th Street #2D,Co-op,1 bed,1 bath,
26,listing_1376031_featured,"$1,075,000",139 East 66th Street #1EAST,Co-op,2 beds,1 bath,
27,listing_1360211_featured,"$3,995,000",1212 Fifth Avenue #4A,Condo,3 beds,3.5 baths,"2,389 ft??"
28,listing_1368103,"$849,900",142 E 16th Street #18D,Co-op,1 bed,1 bath,850 ft??
29,listing_1368102,"$949,000",309 West 104th Street #5A,Co-op,2 beds,1 bath,
30,listing_1368101,"$799,000",300 E 40th Street #15P,Condop,1 bed,1 bath,
31,listing_1368099,"$15,100,000",377 Rector Place #PHAB,Condo,7 beds,6.5 baths,"6,392 ft??"
32,listing_1368093,"$5,950,000",137 Riverside Drive #3B,Co-op,5 beds,4 baths,"3,940 ft??"
33,listing_1368090,"$7,450,000",377 Rector Place #PHB,Condo,4 beds,3.5 baths,"3,180 ft??"
34,listing_1368085,"$7,650,000",377 Rector Place #PHA,Condo,3 beds,3 baths,"3,212 ft??"
35,listing_1368084,"$995,000",301 West 53rd Street #20G,Condo,1 bed,1 bath,678 ft??
36,listing_1368078,"$399,000",235 West 102nd Street #17W,Co-op,,1 bath,
37,listing_1368076,"$8,250,000",57 Irving Place #4,Condo,3 beds,3.5 baths,"2,872 ft??"
38,listing_1368074,"$1,945,000",250 West 27th Street #6B,Co-op,3 beds,2 baths,"1,516 ft??"
0,listing_1363821_featured,"$925,000",500 West 43rd Street #19H,Condo,1 bed,1 bath,679 ft??
1,listing_1344171_featured,"$8,700,000",165 Charles Street #11,Condo,3 beds,3 baths,"2,541 ft??"
2,listing_1368001,"$2,050,000",101 West 87th Street #306,Condo,2 beds,2 baths,"1,003 ft??"
3,listing_1367997,"$895,000",140 West End Avenue #18K,Co-op,1 bed,1 bath,
4,listing_1367995,"$5,450,000",25 Central Park West #16M,Condo,3 beds,2.5 baths,"2,003 ft??"
5,listing_1367991,"$2,595,000",155 West 70th Street #16D,Condo,2 beds,2.5 baths,"1,306 ft??"
6,listing_1367983,"$8,975,000",1845 Adam Clayton Powell Jr Boulevard #PH,Condo,5 beds,6.5 baths,
7,listing_1367979,"$2,750,000",35 Bethune Street MAISONETTE-D,Condo,4 beds,2.5 baths,
8,listing_1367977,"$650,000",28 Perry Street #BE,Condo,1 bed,1 bath,
9,listing_1367978,"$1,750,000",12 East 14th Street #PH5A,Co-op,1 bed,1 bath,
10,listing_1367970,"$2,550,000",40 East 10th Street #PHE,Co-op,1 bed,1 bath,
11,listing_1367967,"$2,299,000",236 West 132nd Street #1,Multi-family,4 beds,4.5 baths,
12,listing_1367964,"$785,000",415 East 52nd Street #1CB,Co-op,2 beds,1 bath,"1,035 ft??"
13,listing_1376339_featured,"$635,000",1 Wall Street Court #1407,Condo,,1 bath,418 ft??
14,listing_1330115_featured,"$2,375,000",935 Park Avenue #9B,Co-op,2 beds,2 baths,
15,listing_1367961,"$3,890,000",2109 Broadway #7144,Condo,3 beds,2.5 baths,"1,805 ft??"
16,listing_1367959,"$2,000,000",45 East 25th Street #25B,Condo,2 beds,2 baths,"1,100 ft??"
17,listing_1367958,"$1,799,000",45 West 67th Street #8C,Condo,2 beds,1.5 baths,"1,014 ft??"
18,listing_1367955,"$11,500,000",232 West 15th Street ,Multi-family,6 beds,7 baths,"5,000 ft??"
19,listing_1367954,"$3,000,000",200 West End Avenue #19A,Condo,2 beds,2.5 baths,"1,486 ft??"
20,listing_1367953,"$4,250,000",530 East 86th #10A,Co-op,3 beds,2.5 baths,
21,listing_1367948,"$1,160,000",145 East 48th Street #12D,Condo,1 bed,1 bath,750 ft??
22,listing_1367934,"$850,000",225 E 57 UNIT-2A,Co-op,1 bed,1 bath,
23,listing_1367930,"$2,500,000",40 East 61st Street #14B,Condo,2 beds,2 baths,"1,214 ft??"
24,listing_1367929,"$1,335,000",200 West End Avenue #9B,Condo,1 bed,1 bath,788 ft??
25,listing_1367927,"$5,350,000",200 East 62nd Street #27E,Condo,4 beds,4.5 baths,"2,536 ft??"
26,listing_1378383_featured,"$3,495,000",150 W 56th #6101,Condo,2 beds,2 baths,"1,588 ft??"
27,listing_1377207_featured,"$14,200,000",65 West 13th Street #6AB,Condo,5 beds,4.5 baths,"5,800 ft??"
28,listing_1367925,"$1,500,000",91 Central Park West #2F,Co-op,2 beds,2 baths,
29,listing_1367926,"$819,000",439 East 88th Street #5C,Co-op,2 beds,1 bath,
30,listing_1367923,"$2,999,000",63 Greene Street #2E,Condo,2 beds,2 baths,"1,446 ft??"
31,listing_1367914,"$825,000",250 Mercer Street #B1507,Co-op,,1 bath,
32,listing_1367913,"$1,300,000",123 Washington Street #47A,Condo,1 bed,1 bath,802 ft??
33,listing_1367911,"$489,999",150 East 83rd Street #4B,Co-op,1 bed,1 bath,
34,listing_1367908,"$1,475,000",235 East 40th Street #15A,Condo,2 beds,2 baths,"1,094 ft??"
35,listing_1367906,"$1,815,000",15 William Street #41I,Condo,2 beds,2 baths,"1,273 ft??"
36,listing_1367905,"$2,600,000",799 Park Avenue #3A,Co-op,3 beds,3 baths,
37,listing_1367904,"$2,150,000",790 Riverside Drive #11RS,Co-op,4 beds,2.5 baths,"2,000 ft??"
38,listing_1367902,"$3,100,000",33 Riverside Drive #10C,Co-op,3 beds,2.5 baths,
39,listing_1378019_featured,"$2,245,000",102 West 118th Street #GARDEN,Condo,3 beds,3.5 baths,"2,108 ft??"
40,listing_1364824_featured,"$14,900,000",515 Park Avenue #12AB,Condo,6 beds,6.5 baths,"5,000 ft??"
41,listing_1367901,"$619,000",350 West 50 #4ZL,Condo,,1 bath,422 ft??
42,listing_1367890,"$635,000",425 Central Park West #5E,Condo,,1 bath,550 ft??
43,listing_1367888,"$649,000",2136 Second Avenue #7A,Condo,2 beds,2 baths,
44,listing_1367887,"$1,125,000",236 East 47th Street #11C,Condo,2 beds,2 baths,912 ft??
45,listing_1367886,"$575,000",20 East 35th Street #7F,Co-op,1 bed,1 bath,
46,listing_1367885,"$1,209,375",171 Henry Street #4D,Condo,1 bed,1.5 baths,"1,075 ft??"
47,listing_1367883,"$975,025",171 Henry Street #2C,Condo,1 bed,1.5 baths,907 ft??
48,listing_1367884,"$793,500",171 Henry Street #4A,Condo,,1 bath,690 ft??
49,listing_1367882,"$855,000",171 Henry Street #2B,Condo,,1 bath,684 ft??
50,listing_1367881,"$1,645,000",685 First Avenue #31C,Condo,1 bed,1 bath,760 ft??
51,listing_1367879,"$4,750,000",117 East 72nd Street #4W,Co-op,2 beds,3 baths,
0,listing_1366456_featured,"$524,999",5 Tudor City Place #704,Co-op,1 bed,1 bath,560 ft??
1,listing_1318488_featured,"$20,000,000",160 Leroy Street NORTH12B,Condo,4 beds,4.5 baths,"4,557 ft??"
2,listing_1367824,"$3,600,000",2 Sutton Place South #8DS,Co-op,4 beds,4 baths,
3,listing_1367823,"$2,100,000",133 West 28th Street #7C,Co-op,2 beds,2 baths,
4,listing_1367818,"$1,300,000",1 Irving Place #U16F,Condo,1 bed,1 bath,
5,listing_1367814,"$5,995,000",580 West End Avenue #4,Co-op,4 beds,4 baths,"3,000 ft??"
6,listing_1367813,"$1,995,000",102 West 85th Street #9CD,Co-op,3 beds,2 baths,
7,listing_1367811,"$765,000",2134 Second Avenue #6B,Condo,2 beds,2 baths,"1,027 ft??"
8,listing_1367803,"$1,899,000",175 West 12th Street #19B,Condo,1 bed,1 bath,989 ft??
9,listing_1367799,"$5,495,000",2211 Broadway #4G,Condo,3 beds,2.5 baths,"1,890 ft??"
10,listing_1367786,"$860,000",330 West 17th Street #1W,Co-op,1 bed,1 bath,
11,listing_1367785,"$3,900,000",205 West 76th Street #7F,Condo,3 beds,3 baths,"1,570 ft??"
12,listing_1367775,"$1,375,000",929 Park Avenue #10B,Co-op,1 bed,1 bath,"1,000 ft??"
13,listing_1376684_featured,"$3,800,000",49 Chambers Street #7D,Condo,2 beds,2.5 baths,"2,256 ft??"
14,listing_1370394_featured,"$1,250,000",55 East 65th Street #4A,Co-op,2 beds,1 bath,
15,listing_1367774,"$2,800,000",250 Mercer Street #B1506,Co-op,2 beds,2 baths,
16,listing_1367769,"$1,900,000",100 West 18th Street #5B,Condo,1 bed,1.5 baths,"1,058 ft??"
17,listing_1367765,"$460,000",283 East 4th Street #1F,Co-op,1 bed,1 bath,
18,listing_1367761,"$835,000",120 West 58th Street #7C,Condo,1 bed,1 bath,700 ft??
19,listing_1367760,"$999,999",1270 Fifth Avenue #9L,Co-op,2 beds,1.5 baths,"1,000 ft??"
20,listing_1367759,"$799,000",201 East 25th Street #10F,Co-op,1 bed,1 bath,
21,listing_1367753,"$685,000",343 West 12th Street #1A,Co-op,,1 bath,
22,listing_1367740,"$6,900,000",33 West 89th Street 33-WEST-89TH,Townhouse,10 beds,10 baths,
23,listing_1367738,"$695,000",100 West 93rd Street #28D,Condo,,1 bath,493 ft??
24,listing_1367735,"$350,000",352 West 48th Street #1FW,Co-op,1 bed,1 bath,
25,listing_1367725,"$369,000",333 East 75th Street #5H,Co-op,,1 bath,
26,listing_1346525_featured,"$4,395,000",975 Park Avenue #6B,Co-op,3 beds,3.5 baths,
27,listing_1362093_featured,"$2,250,000",13 East 16th Street #8R,Condo,2 beds,2 baths,"1,318 ft??"
28,listing_1367716,"$1,100,000",150 West 55th Street #7C,Co-op,2 beds,1.5 baths,"1,200 ft??"
29,listing_1367712,"$2,995,000",29 West 19th Street #4,Condo,3 beds,3 baths,"1,816 ft??"
30,listing_1367710,"$450,000",150 Central Park South #1207,Co-op,,1 bath,
31,listing_1367705,"$5,585,000",180 East 88th Street #11B,Condo,3 beds,3.5 baths,"2,082 ft??"
32,listing_1367703,"$425,000",102 West 80th Street #55,Co-op,,1 bath,
33,listing_1367696,"$5,150,000",225 Fifth Avenue #9M,Condo,2 beds,2.5 baths,"1,591 ft??"
34,listing_1367695,"$625,000",393 West 49th Street #4OO,Condo,,1 bath,402 ft??
35,listing_1367686,"$1,125,000",255 Hudson Street #3F,Condo,1 bed,1 bath,776 ft??
36,listing_1367679,"$4,250,000",125 East 74th Street #8/9A,Co-op,4 beds,3 baths,"2,300 ft??"
37,listing_1367676,"$689,000",350 East 30th Street #5C,Condo,1 bed,1 bath,631 ft??
38,listing_1367673,"$599,000",255 West End Avenue #8C,Co-op,1 bed,1 bath,
